name,latitude,longitude
溪墘公園,25.079969,121.476205
育德國小,24.970656,121.392602
彭福國小,24.980335,121.423104
民享藝文特區,25.003435,121.475345
億光電子(樹林高中),24.983567,121.423601
捷運永寧站(2號出口),24.965783,121.436227
新北市立圖書館鶯歌分館 ,24.957195,121.349704
德音國小,25.071515,121.43567
金城立體停車場,24.984102,121.458595
先嗇宮,25.05119,121.476007
板橋第一運動場,25.009061,121.468352
光興國小,25.060339,121.500103
景安板南路口,24.992249,121.504443
新月橋,25.0323,121.450011
修德國小,25.065295,121.49045
福祥里(中和溝),25.005933,121.499565
鴨母港抽水站,25.082935,121.456728
捷運淡水站,25.168826,121.444183
龍門公園,25.074815,121.498484
永安圖書館,25.078599,121.462228
西盛廣場,25.000894,121.431485
三峽區公所(三峽老街),24.934187,121.369158
仁愛文化二路口,25.077118,121.374258
崑崙活力廣場,24.993901,121.43288
永盛公園,25.076133,121.484304
鷺江廣場,25.085621,121.477694
六張公園,25.069661,121.494048
中山佳林路口,25.079592,121.385587
國立臺北大學(三峽校區),24.945553,121.37326
林口區公所,25.076742,121.388181
新麗園社區,25.070428,121.376882
中正富國路口,25.02594,121.417694
大同國小,24.981146,121.416844
新北市立圖書館五股成功分館,25.094784,121.446741
民德立體停車場,24.999098,121.468345
麗林公有市場,25.069123,121.367761
南樹林火車站,24.980236,121.408605
新北市立鶯歌高級工商職業學校,24.939095,121.334639
行政院新莊聯合辦公大樓,25.055969,121.444423
柑園五里聯合活動中心,24.950576,121.386183
中和自強公園,24.999132,121.472513
富貴森林公園,25.083156,121.378464
林口自強公園,25.078126,121.397208
永昌里兒一公園,24.956661,121.339645
捷運林口站(1號出口),25.06597,121.361962
南興公園,25.059779,121.652549
立言公園,25.073427,121.36234
溪北公園,24.99006,121.432281
頂新祖田市民活動中心,24.95271,121.411768
貴和市民活動中心,25.034961,121.421928
頂埔國小,24.956343,121.414421
三峽區礁溪行政中心,24.928438,121.375921
林口國小,25.080533,121.389307
南勢市民活動中心,25.074035,121.358924
青山廣場,24.977837,121.459751
林口社區運動公園,25.07415,121.377001
捷運新莊站(2號出口),25.036075,121.452792
俊英俊保路口,25.00915,121.425183
五股國民運動中心,25.095553,121.448652
學成大義路口,24.945099,121.378671
捷運頭前庄站(1號出口),25.039365,121.460856
成德公園,25.105052,121.452963
頭湖國小,25.081673,121.372687
金城立德路口,24.986691,121.465481
恩主公醫院,24.938912,121.363553
中和區公所,24.998558,121.500533
三重永豐公園,25.074629,121.478162
臺灣藝術大學,25.007502,121.448
新莊體育館,25.040766,121.452459
永和耕莘醫院,25.011232,121.517701
三多國小,25.016405,121.407135
永安兒童公園,25.082273,121.482236
扶輪公園,25.072864,121.36948
安邦公園,24.996867,121.496647
立德公園,25.076441,121.367223
清水高中,24.982756,121.465444
板橋車站,25.015519,121.463735
樹林國民運動中心,25.004186,121.422847
捷運輔大站(4號出口),25.033025,121.436484
民安東民全街口,25.020774,121.429556
中興北街175巷口,25.05597,121.471327
五股工商立體停車場,25.082494,121.439555
沛陂社區公園,24.963289,121.419672
龍鳳公園,25.021447,121.416497
伊吉邦社區,25.030186,121.413402
三多第1市民活動中心,25.016361,121.404257
新北高工,24.98277,121.4499
長風社區,24.978108,121.439369
永和國民運動中心,25.003555,121.524246
民樂人行廣場,25.001834,121.482594
民生親子公園,24.992983,121.428196
樹林工業區,25.000868,121.416091
龍埔公園,24.938911,121.373676
尖山國中,24.9443,121.342089
浮洲火車站,25.004098,121.444447
捷運海山站(1號出口),24.984695,121.448504
德光國光街口,25.003136,121.468087
永和國父紀念館,25.00839,121.520234
台北得意GO,25.074424,121.467852
大觀國中,25.01121,121.447237
太陽公園,25.086448,121.485599
三重五常公園,25.080648,121.496149
三德公園,25.074974,121.500542
力行大勇街口,25.071928,121.481508
蘆洲延平派出所,25.08162,121.46162
永安南路九芎街71巷口,25.077564,121.466071
福和宮,25.00111,121.501991
飛駝社區(興南路),24.983471,121.504826
保平路214巷,25.00701,121.509208
汐科火車站(南),25.06276,121.6469
樹林國小,24.989136,121.41791
永吉國小,24.958747,121.333095
中園國小,24.927551,121.366919
介壽國小,24.930341,121.378835
安溪國中,24.92679,121.371957
龍埔國小,24.941224,121.376763
大安路與中山路二段口,24.983043,121.411318
樹林區公所,24.98976,121.42478
蘆洲重陽大樓,25.085055,121.481887
埔墘國小,25.019078,121.473724
圓通錦和路口,24.989236,121.491482
下庄市場,25.146498,121.399748
亞洲員安路口,24.972621,121.434796
大安路307巷口,24.992158,121.417726
味王街,24.974674,121.404424
福基公園,25.0581,121.460892
振義里公園,25.023888,121.483965
安溪國小,24.930621,121.372344
中和安和路口,24.999667,121.506022
元氣大鎮社區,25.005718,121.478997
員勝公園,25.010284,121.478686
永和自由街,25.0052,121.513339
安樂宜安路口,24.995273,121.513506
昌隆國小,25.052129,121.454891
捷運新莊副都心站,25.059145,121.446614
江翠國中,25.027987,121.468512
捷運新北產業園區站,25.062029,121.459184
捷運泰山貴和站,25.033192,121.422215
龍形停車場,25.13041,121.451302
三井Outlet,25.071574,121.366303
中正北路193巷(愛買三重店),25.071362,121.475985
翔譽雙子星,25.053638,121.492924
明志科技大學,25.040434,121.422548
三民高中(民權路),25.088024,121.473928
環河福德南路口,25.060285,121.502173
文林國小(潭興街),24.998601,121.424892
東陽市民活動中心,24.982192,121.412517
遠雄左岸,25.00985,121.487799
中正路161巷口,24.992938,121.499333
光復國小,25.015064,121.48193
立德青雲路口,24.988355,121.460675
新北市林口行政園區,25.070158,121.363632
工建樟樹一路口,25.063062,121.641033
中和青年社會住宅,24.991135,121.519329
蘆洲李宅古蹟,25.084959,121.466551
新莊勞工中心,25.020332,121.433736
名利橋,25.00785,121.500986
福和國中停車場,25.005011,121.522665
捷運中原站,25.007307,121.485051
福美公園,25.055033,121.461081
民視數位媒體總部,25.079876,121.379259
五股郵局,25.101774,121.451127
國泰街111巷口,25.006321,121.465773
湳雅觀光夜市(津渡橋),25.007585,121.45244
學成公園,24.988246,121.451187
鳳祥公園,24.962819,121.330254
光明市場,25.057335,121.491809
福和橋,25.004536,121.52785
土城國中,24.962443,121.430347
中華中央路一段242巷口,24.98551,121.44345
公五公園,25.08658,121.44452
樹林大安站,24.997312,121.421725
廣停二停車場,25.075711,121.370261
民義公園,25.08835,121.4345
大崙公園,25.076613,121.359704
成州國小,25.09923,121.45063
中興北街42巷17弄,25.05006,121.46892
華江一華江九路口,25.032884,121.466442
三光國小(金滿意),25.05596,121.496874
蘆洲中路公園,25.082299,121.468143
林口高中,25.07384,121.3803
雙和橋,25.005731,121.505743
海山高中,25.009108,121.471493
環河西路一段95巷口,25.01783,121.511957
碧河宮,24.996726,121.493134
萬板文聖街口,25.026295,121.479675
明德高中,24.907449,121.364848
鳳鳴國小,24.969198,121.334806
林本源園邸,25.01086,121.45598
藍天大樓,25.053098,121.470165
大智公園,25.063608,121.494449
國際二國際一路口,24.976171,121.334938
三重高中,25.054777,121.49171
昌平公園,25.058664,121.458109
新北市客家文化園區,24.941729,121.359538
福和路7巷口,25.00854,121.524732
新泰游泳池,25.045414,121.442734
森林公園,24.948177,121.37976
馥華公園,25.006117,121.445449
光復高中,25.017443,121.482513
南雅育智路口,24.953961,121.345824
穀保家商,25.068097,121.471028
文德國小(公館街),25.021336,121.459595
學成大成路口,24.946248,121.382719
石雕公園,25.030261,121.469469
新北市藝文中心(文化路二段124巷),25.025626,121.471401
四維公園地下停車場,25.025618,121.463967
廣福派出所,24.988019,121.456247
大眾廟,25.03738,121.45766
化成公園,25.04786,121.461962
龍恩公園,24.941359,121.370524
新北市工商展覽中心,25.064345,121.447585
金城裕民路口(中正國中),24.982933,121.456229
海洋公園,24.94749,121.376895
浮洲合宜住宅(合宜一路),24.99652,121.44276
臺北大學(資訊中心),24.94317,121.36952
捷運府中站(1號出口),25.00818,121.45901
新莊田徑場,25.04357,121.45244
新泰國中,25.04288,121.44426
山佳火車站,24.97222,121.39264
新北市勞工活動中心,25.06149,121.45098
板橋重慶公園,25.00008,121.46316
山北公園,25.00653,121.50014
捷運景平站,24.99202,121.51563
中港大排願景館,25.05894,121.45117
頭前國小,25.05248,121.46527
忠孝活動中心,25.01677,121.51528
縣民漢生東路口,25.0156,121.46709
時光公園,25.03615,121.47973
積穗國中,24.99977,121.47808
員和公園,24.97904,121.44254
環河公園,25.01666,121.45064
新莊國民運動中心,25.03961,121.44962
三鶯國民運動中心停車場,24.93614,121.36941
彩虹兒童公園,25.08871,121.4646
崇林國中,25.06754,121.37134
碧華公園(集勇街),25.08415,121.48554
大觀路二段19巷,25.00256,121.45079
成泰路一段(中油),25.07843,121.43565
清和里(青雲路),24.97512,121.45874
四川忠孝路口,25.00149,121.45924
陸光國宅,25.08881,121.43079
中山新興街口,24.97499,121.40023
信義公園市民活動中心,24.9917,121.4575
文中小停車場,25.05899,121.48255
御史路1巷,25.09044,121.44192
民生中山路口,25.01606,121.47346
重慶國小,24.99373,121.46253
鶯歌國民運動中心,24.95134,121.35775
南雅公園,25.00387,121.45516
捷運新埔站(1號出口),25.0235,121.46745
中原東街(左岸牡丹園),25.0129,121.48592
土城仁愛社區公園,24.98039,121.46062
大崁國小,25.16064,121.41938
東海高中,25.06484,121.47942
中山1號科技總部,24.96045,121.41212
仁愛街70巷口,25.09398,121.47126
健華新城社區,25.01927,121.4653
全球傳動科技公司,25.00801,121.41481
興南路二段34巷口,24.98539,121.50701
復興民生街口,24.93701,121.37324
環河西大漢街口,25.03183,121.4612
十三行博物館,25.15697,121.40588
莒光國小,25.02565,121.47465
林口郵局,25.06667,121.36453
竹林山觀音寺,25.08452,121.38983
捷運中和站,25.00221,121.49587
捷運秀朗橋站,24.99039,121.52549
板橋中山公園,25.02336,121.47109
民有公園,25.00868,121.47475
仁愛街112巷,25.07486,121.49488
華新街109巷11弄,24.97996,121.50873
中興橋(環河南路254巷口),25.05052,121.49138
新林國小,25.07016,121.35995
康福公園,25.06894,121.63748
中信國小,25.05572,121.44957
捷運板新站,25.01409,121.47124
三抱竹,24.99864,121.44139
慈愛公園,25.08119,121.48461
頂埔市場,24.95819,121.41508
樹林藝文綜合行政大樓,24.99546,121.4291
台北花園廣場社區,25.06414,121.426
民權社區活動中心,24.99778,121.51968
捷運新埔站(5號出口),25.02402,121.46828
捷運橋和站,25.00559,121.48921
國中二甲路口,24.9395,121.33867
芳洲八路,25.0888,121.44637
後竹圍市民活動中心,25.07246,121.48576
林口國民運動中心,25.08601,121.38093
中央路一段292巷口,24.98265,121.44368
鳳福公園,24.97572,121.32938
林口新創園,25.07583,121.37609
漳和國中,25.00241,121.505
遠東動力企業總部,25.03113,121.42999
清水社區公園,24.984,121.46289
國立師範大學林口校區(測試站),25.06804,121.39795
斬龍山遺址文化公園,24.97657,121.44775
三重商工(後竹圍街),25.07031,121.47976
浮洲合宜住宅(合宜合安一路口),24.99849,121.44863
中正福海街口,25.03459,121.44489
德光莒光路口,25.00459,121.47134
成泰路4段22巷,25.10826,121.45596
俊興三龍街口,25.01704,121.41821
捷運景安站,24.99352,121.50472
林口婦幼公園,25.07231,121.37752
金城裕民路口(金城舞社區),24.98156,121.45466
湖南市民活動中心,25.08423,121.37428
埤墘公園,25.02332,121.47422
捷運新埔民生站,25.025979,121.466567
文化路二段182巷1弄,25.029258,121.472405
林建生紀念圖書館,25.088434,121.469879
三峽國中,24.938882,121.369399
宏匯廣場,25.059319,121.449083
八里行政中心,25.153974,121.407211
疏洪東竹圍仔街口,25.048614,121.486398
新泰路255巷口,25.039314,121.442696
中華城林路口,24.974993,121.438631
中山八德街口,24.985156,121.417765
凌雲路一段158巷口,25.10352,121.4481
中央慶利街口(風華綠中央社區),24.97338,121.44052
瓊林公園,25.02629,121.44245
宏匯思源廣場,25.05748,121.45905
三峽國光青年社會住宅,24.93743,121.37686
藝文藝文二街口(大悅社區),25.02179,121.45137
四維國凱街口(立天下社區),24.97932,121.42241
頂崁公園,25.05493,121.4756
龍米停車場,25.15678,121.43604
雙和醫院,24.99367,121.49411
捷運三重站(1號出口),25.05464,121.48322
捷運徐匯中學站(1號出口),25.080468,121.479852
捷運三民高中站(2號出口),25.08584,121.47374
