name,city,dist,address,latitude,longitude
福星(公1)公園,台北市,福興里,文林北路255號,25.108828,121.512326
稻中公園,台北市,稻香里,中央北路二段334號旁(政校後勤區),25.13862991,121.4892807
稻香公園,台北市,稻香里,位於北投區稻香里新興路72號對面,25.14094925,121.4885788
線形公園-芝山明德段,台北市,裕民里,北投區線形公園東華街一段,25.1123725,121.51714
學園公園,台北市,一德里,學園路、藝術大學門口旁,25.1282692,121.4663467
磺港公園,台北市,清江里,磺港路大興街交口,25.130512,121.50446
豐年公園,台北市,豐年里,位於北投區豐年里中央北路大業路口,25.13600922,121.4966583
關渡公園,台北市,關渡里,知行路210巷底,25.11973,121.46369
觀海公園,台北市,關渡里,中央北路4段601巷附近,25.12358093,121.4634476
嗄嘮別公園,台北市,桃源里,中央北路三段、桃源國小東北側,25.14035034,121.4844208
大業綠地(北投163號),台北市,"中央里,大同里,八仙里,豐年里",大業路西側大度路口起延伸至大業路517巷旁田埂路,25.13624001,121.4905396
中和綠地,台北市,中和里,中和街363號附近,25.14188004,121.4988022
天溪綠地,台北市,永和,行義路58巷33號附近,25.13519,121.5301
文化綠地,台北市,文化里,大業路、永興路一段交叉口,25.137449,121.498406
北投106號綠地,台北市,裕民里,建明路165之1及明德路旁(石牌綠地系統),25.11108208,121.5209045
北投120號綠地,台北市,"立農里,八仙里",承德路七段400號前(公館路至磺港溪間),25.120132,121.501115
北投121號綠地,台北市,立賢里,承德路七段214號前東側,25.11664009,121.5049896
北投122號綠地,台北市,吉慶里,承德路七段168號旁前東側,25.11306953,121.5089264
北投123號綠地,台北市,"立農里,八仙里",承德路七段前西側(尊賢街267巷口對面起迄立農公園對面),25.117135,121.503849
北投124號綠地,台北市,"建民里,吉慶里,福興里,立賢里",承德路六段到承德路七段(福國路口起迄立賢西路口間)前西側,25.114865,121.506329
北投135號綠地,台北市,福興里,承德路七段上(32巷至石牌路一段間),25.11183929,121.5103073
北投138號綠地,台北市,立賢里,承德路七段右側，立賢路南側,25.11441994,121.502739
北投139號綠地,台北市,立賢里,承德路七段右側，立賢路北側,25.11502075,121.5031281
北投160號綠地,台北市,豐年里,大業路二段533-545號前,25.135316,121.496586
北投161號綠地 (田心仔綠地),台北市,豐年里,中央北路二段257巷東側，大業路525巷6弄旁,25.13513947,121.4949265
北投164號綠地,台北市,大同里,大業路東側，十信工高旁,25.13344955,121.4959793
北投165號綠地,台北市,大同里,大業路452巷,25.13175964,121.4962387
北投166號綠地,台北市,大同里,大業路東側,25.13051033,121.496872
北投167號綠地,台北市,中央里,大業路400號東側,25.128405,121.497707
北投168號綠地,台北市,八仙里,大業路50號東側,25.12437058,121.4991913
北投169號綠地,台北市,八仙里,大度路一段，承德路口南側,25.12072,121.499533
北投181號一德綠地,台北市,一德里,大度路三段，中央北路四段(萬善宮旁),25.12393951,121.4647675
北投182號綠地,台北市,一德里,大度路三段274號北側,25.12339973,121.4677277
北投183號綠地,台北市,一德里,大度路三段北側,25.12301064,121.4718628
北投185號綠地,台北市,關渡里,大度路三段南側(關渡派出所後),25.123425,121.464987
北投186號綠地,台北市,關渡里,大度路三段南側，知行路314號旁,25.12302971,121.4665299
北投187號綠地,台北市,關渡里,大度路三段南側,25.12290955,121.4682922
北投188號綠地,台北市,關渡里,大度路三段南側,25.12274933,121.4705582
北投191號綠地,台北市,"八仙里,一德里",大度路二段北側,25.12248993,121.4808426
北投192號綠地,台北市,八仙里,大度路二段南側,25.12208939,121.4809113
北投203號綠地,台北市,八仙里,公館路423巷11-17號前(區段徵收),25.12065,121.5031
北投257號綠地(承德3號),台北市,建民里,承德路六段上，北投士林科技園區(綠3，區段徵收),25.10442,121.512199
北投39號綠地,台北市,關渡里,聖景路140~150號前,25.121984,121.462777
北投62號綠地,台北市,"清江里,奇岩里",磺港路上(清江路177巷口至清江路113巷口),25.129382,121.503215
北投63號綠地,台北市,"清江里,奇岩里",磺港路上(三合橋旁至清江路177巷口),25.12759018,121.5033417
北投64號綠地,台北市,"清江里,奇岩里",磺港路上(崇仁路一段131巷口至三合橋旁),25.126383,121.503285
北投65號綠地,台北市,"清江里,奇岩里",磺港路上(崇仁路一段155巷口至131巷口),25.1246891,121.5030518
北投66號綠地,台北市,八仙里,磺港路上(崇仁路一段155巷口兩側),25.12373924,121.5029602
北投69號綠地,台北市,奇岩里,崇仰一路11號旁,25.12602043,121.5120392
北投90號綠地,台北市,振華里,石牌路二段臺北護理大學圍牆外(榮總對面),25.11861992,121.5203323
北投91號綠地,台北市,榮華里,石牌路二段上振興街口與天母西路口間(榮總急診入口處對面),25.11903,121.521637
北投92號綠地,台北市,永欣里,石牌路二段與天母西路、天母西路130巷間,25.11926079,121.5222778
北投98號綠地,台北市,"永明里,振華里",石牌路二段上(東華街二段起至裕民三路口),25.11565971,121.5155029
永和綠地,台北市,永和里,行義路98號附近,25.12791061,121.5279312
永欣綠地,台北市,永欣里,石牌路二段371巷3號,25.12384,121.52695
安明綠地,台北市,長安里,光明路157巷2弄1號(七虎公園旁),25.135616,121.502133
奇岩4號綠地,台北市,奇岩里,三合路一段，清江國小旁。,25.12603951,121.5055466
忠義公園,台北市,一德里,台北市北投區中央北路四段32號旁,25.1350193,121.4779205
承仙綠地,台北市,八仙里,承德路7段.公館路交會東北側,25.11968041,121.5026321
明德公園,台北市,榮華,東華街一段10號附近,25.10725975,121.5209808
林投坑(一)綠地,台北市,"桃源里,豐年里,一德里",中央北路二段257號後(貴子坑溪至北投捷運機場北側),25.13674927,121.4893723
林投坑(二)綠地,台北市,"桃源里,豐年里,一德里",中央北路二段257號後(貴子坑溪至北投捷運機場南側),25.13651085,121.4890976
湖山綠地,台北市,湖山里,台北市北投區湖山路一段,25.1517873,121.5438304
番仔厝綠地,台北市,"大同里,豐年里",大業路525巷及517巷之間,25.13413048,121.495903
磅空頂綠地,台北市,關渡里,大度路三段301巷28弄底，馬偕護校東側(原北投第二號公墓),25.12298012,121.4650726
櫻花崗公園,台北市,永欣里,石牌路二段與天母北路交叉口,25.12349,121.52616
北投3號廣場,台北市,大同里,北投路二段，捷運北投站前廣場(捷運局82年代辦重建),25.13195992,121.4978409
41號公園,台北市,翠山里,中社路雙溪國小對面,25.10709,121.5644
士林官邸公園,台北市,福林里,中山北路5段378巷以北/福林路.中山北路交叉口右側(士林官邸),25.09490013,121.5301514
天母公園,台北市,天母里,臺北市士林區中山北路7段141巷旁,25.1259089,121.530518
天和一號公園,台北市,天和里,天母東路69巷口,25.11844,121.53471
天和公園,台北市,天和里,臺北市士林區天母東路69巷前,25.11981964,121.533989
天壽公園,台北市,天壽里,中山北路六段405巷右側,25.1140282,121.5256861
天壽綠地,台北市,天壽里,中山北路六段405巷右側,25.1140282,121.5256861
天壽綠地,台北市,天壽里,中山北路六段405巷右側.,25.1140282,121.5256861
天福二號公園,台北市,天福里,天母東路8巷25-1號對面,25.11709023,121.5316086
外雙溪公園,台北市,臨溪里,至善路2段284巷19號,25.10127068,121.5523911
仰德一號公園,台北市,岩山里,仰德大道1段2-1號,25.10007095,121.5377808
仰德二號公園,台北市,岩山里,仰德大道1段2-2號,25.09999085,121.5382767
名山公園,台北市,名山里,至誠路一段215號旁(雨農橋附近),25.10154915,121.5323715
至善公園,台北市,福林里,臺北市士林區福林路、至善路口東北側,25.09819031,121.5382919
至誠公園,台北市,岩山里,至誠路1段24號對面,25.10108948,121.5366821
至德園公園,台北市,臨溪里,至善路2段113巷,25.09840012,121.546402
住六(公一)公園,台北市,公館里,臺北市陽明山住六(公一)重劃區  臺北市士林區富館街附近,25.13691396,121.5594925
住六(公二)公園,台北市,公館里,陽明山6-6重劃區(臺北市士林區草東街附近),25.13760535,121.5576499
克強公園,台北市,蘭興里,臺北市士林區磺溪街55巷,25.10798596,121.521967
志成公園,台北市,福志里,臺北市士林區中正路與志成街交叉口,25.09669,121.53086
忠誠公園,台北市,名山里,臺北市士林區中山北路六段與忠誠路一段交叉口,25.10342026,121.5257416
承德公園,台北市,福德里,大南路138號對面,25.08966065,121.5219803
明勝公園,台北市,明勝里,承德路4段6巷56號旁,25.079968,121.519187
東和公園,台北市,天和里,臺北市士林區中山北路7段114巷旁,25.1226002,121.5336861
社子公園,台北市,社園里,臺北市士林區永平街20巷11弄3號對面,25.09037018,121.5060272
社子島福安里堤防綠地,台北市,福安里,延平北路7段106巷52弄口蹄側(士林社子島福安里堤防綠地),25.09814157,121.4964373
芝山公園,台北市,名山里,至誠路一段、雨聲街交叉口,25.10236931,121.5317764
花卉試驗中心,台北市,陽明里,臺北市士林區仰德大道4段175巷32號,25.13501543,121.5444106
前港公園,台北市,前港里,臺北市士林區前港街與華齡街交叉口,25.0860629,121.5201556
美崙公園,台北市,福佳里,臺北市士林區美崙街152巷,25.09737968,121.5172195
原住民文化主題公園,台北市,臨溪里,臺北市士林區至善路2段221號旁,25.10157013,121.5507507
海光公園,台北市,富光里,臺北市士林區環河北路三段與葫蘆街交口,25.08185005,121.5078812
基河公園,台北市,承德里,基河路14號對面,25.08003998,121.5240173
基隆河沖洗溝加蓋綠地,台北市,承德里,"承德路,後港街間(基隆河沖洗溝加蓋綠地).",25.08404923,121.5231628
華聲公園,台北市,福佳里,華聲街20號對面,25.09597969,121.5224915
華齡公園,台北市,承德里,承德路，後港街間,25.08404923,121.5231628
新佳公園,台北市,福佳里,文昌路179巷12號對面,25.09863091,121.5194931
福中公園,台北市,福中里,福港街107巷百齡國小附近,25.08791924,121.518837
福志公園,台北市,福志里,臺北市士林區忠勇街40巷20弄底,25.09905052,121.5340576
福林公園,台北市,福林里,中山北路與福林路交叉口,25.0958004,121.5294724
福華公園,台北市,福華里,通河街325巷北側,25.0821799,121.5189218
福順公園,台北市,福順里,延平北路5段136巷內,25.08234978,121.5111313
翠山公園,台北市,翠山里,中央社區翠山街與中社路二段口,25.10845,121.56995
德仁公園,台北市,德華里,文林路714巷內,25.10265923,121.5214615
德行公園,台北市,德行里,德行西路30號仰德活動中心旁,25.10511017,121.5236511
線形公園-前街,台北市,舊佳里,中正路236巷與前街交叉口(淡水捷運高架下方),25.097214,121.524831
線形公園-後街,台北市,舊佳里,文林路594巷與後街交叉口(淡水捷運高架下方),25.097214,121.524831
衛理兒童遊戲場,台北市,臨溪里,至善路二段332巷旁,25.10232925,121.5533066
磺溪公園,台北市,蘭興里,德行西路93巷底,25.10487938,121.5206299
雙溪公園,台北市,福林里,福林路至善路口東南側,25.09803963,121.5359192
蘭雅一號公園,台北市,蘭興里,臺北市士林區忠誠路2段24號旁,25.1099324,121.5291121
蘭雅公園,台北市,三玉里,臺北市士林區忠誠路2段32巷旁,25.109744,121.529919
蘭興公園,台北市,蘭興里,臺北市士林區克強路10巷底,25.111029,121.525193
209號綠地,台北市,福林里,中山北路五段東側5米綠帶(原203號公園區段徵收),25.09259987,121.5280685
士林116號綠地,台北市,後港里,承德路五段,25.09646034,121.5136032
士林117號綠地,台北市,福佳里,承德路五段,25.09703064,121.5139008
士林118號綠地,台北市,福佳里,基隆河廢河道，中正路北側,25.0931797,121.5194626
士林120號綠地,台北市,福德里,基隆河廢河道，中正路南側,25.09305954,121.5204468
士林121號綠地,台北市,後港里,承德路五段,25.0922699,121.5158081
士林128號綠地,台北市,前港里,前港街10號前,25.08466911,121.5223465
士林130號綠地,台北市,社新里,延平北路六段271-1號,25.08959961,121.5025864
士林131號綠地,台北市,社園里,"永平街46巷1弄,3弄間",25.0907898,121.5055924
士林132號綠地,台北市,"社園里,社子里",延平北路六段110巷,25.0906601,121.5068207
士林136號綠地,台北市,葫東里,百齡橋西側引道三角綠地,25.08691025,121.51091
士林139號綠地,台北市,葫蘆里,延平北路五段257巷41號前,25.08486939,121.509407
士林151號綠地,台北市,臨溪里,自強隧道綠地,25.09576035,121.548439
士林156號綠地,台北市,臨溪里,至善國中邊,25.103392,121.554827
士林173號綠地 (蘭興1號綠地),台北市,蘭興里,中山北路六段士東路口,25.1128006,121.5261993
士林179號綠地,台北市,名山里,芝山公園石頭公廟綠地,25.10433006,121.5294266
士林197號綠地,台北市,公館里,永公路245巷34弄,25.136188,121.558964
士林198號綠地,台北市,菁山里,中庸一路205巷底,25.141013,121.55392
士林199號綠地,台北市,"公館里,菁山里",永公路245巷34弄西側,25.1405201,121.5584564
士林200號綠地,台北市,菁山里,永公路245巷34弄東側,25.13698006,121.5616684
士林201號綠地,台北市,新安里,永公路245巷34弄西側(往閻錫山墓園小路兩旁),25.13364029,121.560669
士林206綠地(番仔田綠地),台北市,臨溪里,故宮路15巷底,25.09795952,121.548027
士林207綠地(番仔田小綠地),台北市,臨溪里,故宮路41巷底,25.0967598,121.5483933
士林208號綠地,台北市,福林里,"福林路,泰北中學旁",25.09733009,121.5337677
士林4號綠地,台北市,陽明里,凱旋路與格致路交叉口,25.13688088,121.5462723
士林68號綠地,台北市,福林里,福林路、至善路交叉口綠地,25.0990696,121.5364304
士林73號綠地 (天美綠地),台北市,天玉里,天母西路95巷,25.1215992,121.5259705
士林75號綠地,台北市,天母里,天玉街圓環,25.123203,121.529441
士林76號綠地,台北市,"天母里,天山里",天母派出所前圓環 (中山北路6段底),25.124725,121.532776
士林79號綠地,台北市,天壽里,中山北路六段405巷21號前.,25.11557961,121.5267792
士林80天壽二號,台北市,天壽里,中山北路六段左側，士東國小對面,25.11326027,121.5264206
士林89號綠地,台北市,忠誠里,德行東路104巷口,25.10577011,121.5289307
天福綠地,台北市,天福里,天母東路22巷23號對面,25.11675072,121.532547
永倫綠地,台北市,永倫里,倫等街,25.09152031,121.5005264
至臨綠地,台北市,臨溪里,外雙溪至善路二段290號,25.10429001,121.555603
東吳綠地,台北市,福林里,臨溪路旁,25.09658051,121.5427475
添壽一號綠地,台北市,天壽里,天母西路32巷底,25.11673927,121.5269013
聖山綠地,台北市,聖山里,忠義街，德行東路190巷交叉口,25.1068306,121.5323486
福文公園,台北市,福林里,中山北路五段441號,25.09065056,121.5272293
福德綠地,台北市,福順里,重慶北路四段1巷，高速公路交流道旁,25.07950974,121.512291
士林3號廣場,台北市,德行里,忠誠路中山北路六段交叉口西側,25.10453033,121.5246124
士林4號廣場,台北市,福林里,福林路與雨農路交叉口,25.09605026,121.5319901
天母廣場,台北市,"天山里,天玉里",中山北路與天母東.西路交接處,25.11874962,121.5300827
天生廣場,台北市,天母里,中山北路七段219巷旁,25.12619019,121.53125
一江公園,台北市,中吉里,一江街31號對面,25.05327988,121.5312576
八二三砲戰紀念公園,台北市,劍潭里,圓山飯店東側,25.07679939,121.5267716
力行三號公園,台北市,劍潭里,"通北街146巷,力行新村附近",25.08543015,121.5366898
下埤公園,台北市,下埤里,民族東路512巷內,25.06701088,121.5422821
下塔悠公園,台北市,金泰里,樂群一路旁，基隆河截彎取直範圍內(平均地權基金),25.07692909,121.5595627
上塔悠公園,台北市,成功里,樂群一路旁，基隆河截彎取直範圍內(平均地權基金),25.07751083,121.552002
大佳社區公園,台北市,大佳里,濱江街154巷對面（高速公路旁）,25.07275009,121.5376587
大直公園,台北市,大直里,北安路621巷30號邊,25.08271027,121.5472794
中427公園,台北市,成功里,敬業三路與樂群二路交會口,25.0803299,121.5559921
中428公園,台北市,成功里,樂群二路30巷內,25.078447,121.553485
中429公園,台北市,成功里,樂群二路116巷旁,25.078469,121.555858
中430公園,台北市,金泰里,基湖路120巷30弄1至7號對面,25.07829094,121.5620804
中431公園,台北市,金泰里,基湖路151巷46弄對面,25.07740021,121.5652084
中山21號廣場,台北市,金泰里,"樂群二路旁,基隆河截彎取直範圍內",25.0807991,121.556282
中吉公園,台北市,中吉里,松江路170巷內,25.05636025,121.5318375
中安公園,台北市,中山里,中山北路2段65巷2弄內,25.05648994,121.5239868
中安公園 A,台北市,中山里,中山北路2段65巷2弄內,25.05648994,121.5239868
中原公園,台北市,中原里,吉林路144巷與中原街交口處,25.05581093,121.5285873
仁德公園,台北市,中原里,吉林路108巷吉林國小附近,25.0531807,121.5290833
四平公園,台北市,中央里,松江路123巷內,25.05323029,121.5345078
正守公園,台北市,正守里,長安東路一段56巷,25.048051,121.528745
民享公園,台北市,集英里,民生西路45巷9弄內,25.0592308,121.5211105
永安公園,台北市,永安里,北安路518巷14弄內,25.07912064,121.5452118
永直公園,台北市,成功里,北安路608巷14弄1號,25.08147049,121.5505295
永靜公園,台北市,集英里,中山北路二段128巷內,25.06155968,121.5217819
伊通公園,台北市,朱園里,松江路85巷內,25.05015945,121.5347672
吉林公園,台北市,興亞里,吉林路14巷內,25.05082512,121.5289307
合江公園,台北市,江山里,合江街73巷口,25.05866051,121.5394821
朱昌公園,台北市,朱馥里,合江街58巷口,25.05545998,121.5388184
朱厝崙公園,台北市,朱崙里,龍江路21巷內,25.0475502,121.5410614
朱崙公園,台北市,力行里,龍江路45巷內,25.04933929,121.541687
江寧公園,台北市,江寧里,龍江路286巷,25.06122971,121.5394135
自強公園,台北市,大直里,大直街124巷內,25.086019,121.548603
明水公園,台北市,永安里,北安路538巷1弄1號前,25.07881928,121.5480576
林森公園,台北市,康樂里,南京東路一段、林森北路右側,25.05233955,121.5258713
松江公園,台北市,興亞里,松江路90巷,25.05036926,121.5324631
松錦1號公園,台北市,中庄里,民生東路二段127巷,25.060117,121.532404
松錦2號公園,台北市,中庄里,民生東路二段115巷25弄,25.059608,121.532089
直安公園,台北市,大直里,北安路573巷內,25.08119965,121.5478516
花博公園美術園區,台北市,圓山里,中山北路以東，民族東路以北 (原民族公園),25.07060051,121.5239563
花博公園圓山園區,台北市,圓山里,捷運圓山站以東、兒育中心以南、爭豔館以北、中山北路以西,25.07156944,121.5206223
花博公園新生園區,台北市,新庄里,新生北路三段105號.民族東路松江路間,25.06856918,121.5305023
金泰公園,台北市,金泰里,樂群一路旁，基隆河截彎取直範圍內(平均地權基金),25.076495,121.565167
建興公園,台北市,朱崙里,八德路二段167巷內,25.04714966,121.5381775
培英公園,台北市,大直里,北安路501巷實踐大學前,25.08226967,121.5449829
康樂公園,台北市,康樂里,南京東路一段、林森北路左側,25.05340958,121.5251465
復華公園,台北市,復華里,龍江路114巷內,25.0531292,121.5396805
晴光公園,台北市,恆安里,"雙城街7,13及10巷口",25.06389999,121.5245667
華山公園,台北市,正守里,市民大道二段上,25.047745,121.525861
進安公園,台北市,埤頭里,八德路二段146巷內,25.04586983,121.537468
集英公園,台北市,集英里,中山北路三段36巷14弄,25.065402,121.521344
圓山自然景觀公園,台北市,圓山里,台北市中山區玉門街33號,25.075055,121.52233
敬業公園,台北市,北安里,北安路821巷4弄,25.085728,121.556045
新喜公園,台北市,新喜里,吉林路393巷內,25.06542969,121.5321884
新祿公園,台北市,新庄里,新生北路3段87巷內,25.06715965,121.5296478
新壽公園,台北市,新福里,吉林路301號對面,25.06331062,121.5299225
新興公園,台北市,聚葉里,中山北路二段137巷內,25.06151962,121.5246506
農安公園,台北市,行政里,農安街227巷3弄底,25.06528091,121.5352631
榮星花園公園,台北市,行仁里,榮星花園舊址，民權東路建國北路,25.06265068,121.5404968
聚葉公園,台北市,聚葉里,新生北路二段與錦州街交口(錦州橋下),25.060496,121.527236
劍潭公園,台北市,劍潭里,圓山飯店西側，中山北路四段,25.080108,121.524598
德惠公園,台北市,新喜里,吉林路461巷內,25.06748962,121.5315628
撫順公園,台北市,集英里,中山北路三段大同公司前,25.064579,121.52199
興安公園,台北市,朱馥里,遼寧街170巷,25.05567932,121.5417786
興亞公園,台北市,興亞里,長安東路二段36巷內,25.04738045,121.531601
興國公園,台北市,復華里,遼寧街116巷旁,25.0531,121.541941
遼寧公園,台北市,復華里,遼寧街185巷口,25.05360031,121.5423126
錦北公園,台北市,松江里,錦州街275號旁,25.06048966,121.5358276
錦州公園,台北市,新生里,錦州街138號對面,25.06061935,121.5293198
龍江公園,台北市,江山里,龍江路271巷,25.05982018,121.54216
雙城公園,台北市,圓山里,"雙城街40,46及37,43巷口",25.06731033,121.5240173
力行1號綠地,台北市,劍潭里,通北街65巷，大直圓山二村，力行新村附近,25.08410072,121.5388718
力行2號綠地,台北市,劍潭里,大直圓山二村，通北街118巷內,25.08334923,121.5379334
中山129號綠地,台北市,復華里,中山區復華里龍江路118號,25.05372047,121.5396729
中山161號綠地,台北市,劍潭里,北安路忠烈祠圓環,25.07806969,121.5331574
中山240號綠地,台北市,"成功里,大直里,北安里",北安路自強隧道口右側,25.08696938,121.5495987
中山381號綠地,台北市,永安里,北安路538巷口,25.07959938,121.5472031
中山411號綠地,台北市,金泰里,"敬業三路旁,基隆河截彎取直範圍內",25.0832901,121.5564499
中山412號綠地,台北市,金泰里,"敬業三路旁,基隆河截彎取直範圍內",25.08230019,121.5564575
中山413號綠地,台北市,成功里,"敬業三路旁,基隆河截彎取直範圍內",25.08332062,121.5561981
中山414號綠地,台北市,成功里,"敬業三路旁,基隆河截彎取直範圍內",25.08126068,121.5561676
中山415號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.08012009,121.5526276
中山416號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.0800705,121.553772
中山417號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.0800705,121.5552597
中山418號綠地,台北市,金泰里,"樂群二路旁,基隆河截彎取直範圍內",25.08005905,121.5573731
中山419號綠地,台北市,金泰里,"樂群二路旁,基隆河截彎取直範圍內",25.08003998,121.5593414
中山420號綠地,台北市,金泰里,"樂群二路旁,基隆河截彎取直範圍內",25.08004952,121.560997
中山421號綠地,台北市,金泰里,"樂群二路旁,基隆河截彎取直範圍內",25.08037949,121.5621719
中山422號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.07986069,121.552742
中山423號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.07983971,121.5538025
中山424號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.07983971,121.5549164
中山425號綠地,台北市,成功里,"樂群二路旁,基隆河截彎取直範圍內",25.07983971,121.5558167
中山426號綠地,台北市,金泰里,"樂群二路旁,基隆河截彎取直範圍內",25.08011055,121.5622177
長春綠地,台北市,復華里,中山區復華里南京東路3段89巷27弄,25.05290031,121.5380096
中山4號廣場,台北市,康樂里,中山區康樂里中山北路2段41號,25.0526104,121.5205231
九華公園,台北市,西安里,內湖路一段91巷39弄35-1號,25.08859062,121.5613785
下灣公園,台北市,寶湖、石潭,內湖成功路二段189號旁,25.06681061,121.5906982
上灣公園,台北市,石潭里,民權東路六段210巷43號旁,25.06546021,121.5958405
大坑公園,台北市,寶湖里,民權東路六段191巷50號對面,25.069037,121.598706
大港墘公園,台北市,港墘里,台北市內湖區港墘里瑞光路393號,25.0774149,121.5729968
大湖公園,台北市,秀湖里,成功路五段31號,25.082976,121.602695
山腳公園,台北市,港富里,環山路三段18號對面,25.08408928,121.5799027
五分公園,台北市,五分里,安康路448號對面,25.0671196,121.6147919
內湖125號公園,台北市,五分里,南湖大橋東側與中山高速公路南側,25.06469917,121.6112595
文心公園,台北市,湖元里,新湖二路及新湖三路交接處,25.06545067,121.5841827
文湖公園,台北市,西安里,內湖路1段91巷35弄40號對面,25.087427,121.560993
文德3號公園,台北市,瑞光、瑞陽、港墘,內湖文德路50號至江南街71巷16弄,25.07509041,121.5771179
文德二號公園,台北市,瑞陽里,文德路208巷旁,25.07785988,121.5837402
仙樹公園,台北市,西湖里,環山路1段59巷14弄2號對面,25.08560944,121.5690002
北勢湖公園,台北市,西康里,內湖路一段66號旁(環保公園),25.08374977,121.5616837
安泰公園,台北市,安泰里,安泰街45巷11弄旁,25.07408905,121.6186371
安康公園(下),台北市,五分、南湖,康寧路三段220號南湖高中旁,25.06720924,121.6106186
安康公園(上),台北市,"五分里,南湖里",康寧路三段245巷42號前,25.06712914,121.612381
安湖三號公園,台北市,安湖里,東湖路113巷49弄5號前,25.07041931,121.6156921
安湖公園,台北市,東湖、樂康、康寧、明湖、安湖、安泰,東湖路113巷141號前,25.07402039,121.6154175
行善公園,台北市,行善里,南京東路六段32號旁,25.0532608,121.5755768
西安公園,台北市,西安里,環山路一段136巷10弄10號對面,25.08745003,121.567482
西安廣場,台北市,西安里,臺北市內湖區文湖街21巷20號對面,25.08675957,121.5608521
西康二號公園,台北市,西康里,內湖路1段203巷25號,25.08498001,121.5639267
西康公園,台北市,西康里,內湖路一段217巷旁,25.08312035,121.5643921
西湖公園,台北市,麗山里,內湖路一段387巷3弄5-11號旁(恕德家商旁),25.08361054,121.5703888
扶輪親恩公園,台北市,湖元里,民權東路六段30號旁,25.06670952,121.5797501
明美公園,台北市,石潭里、週美里,南京東路六段北側（羊稠小段五期重劃區）,25.06221962,121.5861969
東湖一號公園,台北市,康寧里,康寧路三段189巷163弄17號前,25.07559967,121.6121368
東湖二號公園,台北市,康寧里,康寧路三段99巷39弄27號前,25.07389069,121.6109238
東湖四號公園,台北市,東湖里,康樂街110巷16弄20號(康樂派出所前),25.07044983,121.6180801
金瑞公園,台北市,金瑞里,金龍路213巷1弄28號前,25.08795929,121.5879517
金龍公園,台北市,金龍里,金龍路112巷旁(碧湖國小旁),25.08543218,121.590799
長青公園,台北市,港富里,內湖路二段103巷34號旁,25.0809803,121.5817413
南湖一號公園,台北市,南湖里,康寧路三段180巷22號對面(環保公園),25.06913948,121.6110916
洲子1號公園,台北市,西康里,臺北市內湖堤頂大道、基湖路交叉口（環保公園、六期重劃）,25.07957077,121.5643387
美善公園,台北市,週美里,行善路59巷20弄2號旁,25.05699921,121.5785828
畚箕湖公園,台北市,西康里,文湖街21巷84至90號對面,25.089436,121.560064
康湖二號公園,台北市,金湖里,成功路五段450巷23弄23號旁,25.074042,121.6088
康湖公園,台北市,金湖里,成功路五段420巷30號旁,25.07468033,121.6087265
康寧公園,台北市,南湖里,民權東路六段296巷121號對面,25.0689106,121.6095886
清白公園,台北市,清白里,成功路四段167巷16號對面（康寧國小旁）,25.08169937,121.5952835
港都公園,台北市,港都里,港華街40號旁(麗山國中後),25.0827198,121.5752335
港華一號公園,台北市,港華里,環山路二段50巷2號旁,25.087734,121.573586
港華二號公園,台北市,港華里,環山路二段50巷11號旁,25.08778954,121.5738373
港華三號公園,台北市,港華里,環山路二段68巷14號麗山活動中心旁,25.0866909,121.575058
港華六號公園,台北市,港華里,港華街85巷21號前,25.08426094,121.5746231
港華四號公園,台北市,港華里,環山路二段68巷14號對面,25.08653069,121.5752792
港墘公園,台北市,港都里,內湖路一段667巷9號之1,25.080978,121.576437
游美公園,台北市,石潭里,民權東路六段206巷143弄底,25.06459999,121.5971985
湖山9號公園,台北市,大湖里,大湖山莊街42-56號間,25.08522034,121.6035004
湖山八號公園,台北市,大湖里,大湖山莊街25號旁,25.08391953,121.6032715
湖山三號公園,台北市,大湖里,大湖山莊街65巷北側,25.08716011,121.6044693
湖山五號公園,台北市,秀湖里,大湖街158巷39號旁,25.08157921,121.6008377
湖山六號公園,台北市,秀湖里,大湖街166巷24號對面(大湖派出所後方),25.08309937,121.6018601
湖山四號公園,台北市,秀湖里,大湖街160巷18弄2號對面,25.08270073,121.6007538
湖元公園,台北市,湖元里,民權東路六段120巷3弄1號對面,25.06822968,121.5870209
湖畔公園,台北市,大湖里,大湖山莊街177巷1號對面,25.088247,121.601473
湖聖公園,台北市,寶湖里,民權東路六段123巷20弄23號前,25.06977081,121.5917664
湖興公園,台北市,湖興里,成功路二段312巷62號對面,25.06693077,121.589592
湖寶公園,台北市,寶湖里,民權東路六段228號西側,25.0666008,121.5995636
週美綠地,台北市,行善里,臺北市內湖區新明路298巷以西至基隆河堤防,25.0564003,121.5819016
陽光公園,台北市,紫陽里,陽光街68巷口北側,25.076736,121.586719
新明公園,台北市,行善里,新明路428巷13號對面,25.05413055,121.5788117
煙波庭公園,台北市,秀湖里,大湖街131巷18弄61號對面,25.08633995,121.5992508
