brand,name,star,comment,class,address,latitude,longitude
COCO,CoCo都可 新莊富國店,4.4,260,珍珠奶茶,新北市新莊區富國路131號,25.0244919,121.424701
COCO,CoCo都可 成泰店,4.3,234,冰品飲料店,新北市五股區成泰路二段184號,25.0845768,121.4386643
COCO,CoCo都可 凌雲店,4.5,226,珍珠奶茶,新北市五股區凌雲路一段99號,25.1014864,121.4504107
COCO,CoCo都可 林口中正店,4.3,222,冰品飲料店,新北市林口區中正路98號,25.0773541,121.3940508
COCO,Coco都可新莊輔大,4.9,77,冰品飲料店,新北市新莊區建國一路66號,25.0306977,121.4341709
COCO,CoCo都可 新莊中港店,3.9,195,冰品飲料店,新北市新莊區中港路323號,25.0449396,121.4524031
COCO,CoCo都可 沙崙店,4.5,255,冰品飲料店,新北市淡水區沙崙路170號,25.1834341,121.4242487
COCO,CoCo都可 土城中央店,3.6,206,冰品飲料店,新北市土城區中央路二段217號,24.9740238,121.44117
COCO,CoCo都可 中和興南店,3.7,250,珍珠奶茶,新北市中和區興南路一段99號,24.9883376,121.5095326
COCO,CoCo都可 三重龍門店,4.4,49,冰品飲料店,新北市三重區龍門路46號,25.0725913,121.4963774
COCO,CoCo都可 鶯歌中正店,4.4,99,冰品飲料店,新北市鶯歌區中正三路139號,24.9402929,121.3370336
COCO,CoCo都可 (蘆洲永平店),4.9,95,冰品飲料店,新北市蘆洲區永平街24號,25.090829,121.4590987
COCO,CoCo都可 長安二店,4.5,329,冰品飲料店,新北市蘆洲區長安街359號,25.0872793,121.4571818
COCO,CoCo都可 蘆洲民族1店,4.4,325,珍珠奶茶,新北市蘆洲區民族路89號,25.0862229,121.4794359
COCO,CoCo都可 水碓店,4.4,314,冰品飲料店,新北市淡水區中山北路一段156-4號,25.1777663,121.4438431
COCO,CoCo都可 瑞芳店,4.5,183,珍珠奶茶,新北市瑞芳區民生街13號,25.1078075,121.8060429
COCO,CoCo都可 新莊龍安店,4.5,375,珍珠奶茶,新北市新莊區龍安路262號,25.0193656,121.42159
COCO,CoCo都可 淡水店,4.4,470,冰品飲料店,新北市淡水區清水街14號,25.1704957,121.4452917
COCO,CoCo都可 板橋中正店,4.0,161,珍珠奶茶,新北市板橋區中正路168號,25.0170948,121.4565778
COCO,CoCo都可 延平店,3.7,207,冰品飲料店,台北市大同區延平北路三段38號,25.064535,121.511022
COCO,CoCo都可 八里2店,4.5,248,冰品飲料店,新北市八里區龍米路一段152號,25.125918,121.4528468
COCO,CoCo都可 民安店,4.7,167,冰品飲料店,新北市新莊區民安西路142號1樓,25.0167376,121.4261352
COCO,CoCo都可 八里店,4.2,271,珍珠奶茶,新北市八里區中山路二段397號,25.1467001,121.3981084
COCO,CoCo都可 泰山明志店,4.4,332,冰品飲料店,新北市泰山區明志路一段304號,25.0595915,121.431685
COCO,CoCo都可 汐止福德店,4.0,282,珍珠奶茶,新北市汐止區福德一路214號,25.0653233,121.6345632
COCO,CoCo都可 三重中正北店,4.2,206,冰品飲料店,新北市三重區中正北路362號,25.0694624,121.4771702
COCO,CoCo都可 板橋民治店,3.7,145,冰品飲料店,新北市板橋區民治街115號,25.0311357,121.4784372
COCO,CoCo都可 新莊五權店,4.5,170,冰品飲料店,新北市新莊區五權一路38號,25.0654939,121.4575901
COCO,CoCo都可 鶯歌建國店,4.1,371,冰品飲料店,新北市鶯歌區建國路243號,24.9533937,121.3482489
COCO,CoCo都可 三峽和平店,4.0,232,冰品飲料店,新北市三峽區和平街40號,24.9373577,121.37032
COCO,CoCo都可 樹林中華店,4.0,164,珍珠奶茶,新北市樹林區中華路92號,24.9810898,121.4187728
COCO,CoCo都可 汐止樟樹店,4.1,268,冰品飲料店,新北市汐止區樟樹一路137巷2號,25.0659282,121.642137
COCO,CoCo都可 中和福美店,4.4,123,冰品飲料店,新北市中和區福美路240號,25.0053067,121.4987831
COCO,CoCo都可 北宜店,4.8,181,冰品飲料店,新北市新店區北宜路二段255號,24.9535978,121.5541927
COCO,Coco,3.8,112,冰品飲料店,新北市新莊區豐年街15號,25.032706,121.446614
COCO,COCO都可茶飲 新民店,4.1,24,冰品飲料店,新北市淡水區新民街176號,25.178846,121.4369131
COCO,CoCo都可 板橋凱旋店,4.3,50,珍珠奶茶,新北市板橋區中山路二段90巷15號,25.0158725,121.4757046
COCO,CoCo都可 中和員山店,4.2,285,冰品飲料店,新北市中和區員山路339號,25.001604,121.481177
COCO,COCOBOLO 可可菠蘿花藝 /夏季刨冰冷飲,5.0,30,冰品飲料店,台北市信義區吳興街284巷8之2號,25.0246537,121.5637461
COCO,CoCo都可 景安店,3.7,187,冰品飲料店,新北市中和區景安路154號,24.9930879,121.5047158
COCO,CoCo都可 永安市場店,3.5,236,冰品飲料店,新北市永和區中和路523號,25.0028456,121.5110729
COCO,CoCo都可 中和連勝店,3.8,114,冰品飲料店,新北市中和區連勝街9號,24.9984281,121.499
COCO,CoCo 都可 (板橋宏國),4.5,45,冰品飲料店,新北市板橋區宏國路76號,25.0320229,121.4695131
COCO,CoCo都可 捷運北車店,3.1,128,冰品飲料店,台北市中正區忠孝西路一段49號捷運北車10號店舖號B3,25.0481638,121.5184466
COCO,CoCo都可 三峽大雅店,4.3,219,冰品飲料店,新北市樹林區大雅路280號,24.9472177,121.3798771
COCO,CoCo民生社區,3.8,4,冰品飲料店,台北市松山區民生東路五段129號,25.058867,121.561161
